number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
3,2,2210,5000,1.5,7,1710,500,1909,122028,52.9054,-114.547,1920,685000
3,2.5,1780,4320,2,8,1780,0,1930,122006,52.9109,-114.483,1690,679000
3,1.75,1240,13869,1,7,1240,0,1957,122010,52.9219,-114.4,1970,675000
5,2.5,2820,14062,2,7,2380,440,1960,122033,52.9381,-114.405,1910,669950
4,1.75,2680,6120,1,8,1340,1340,1959,122007,52.9265,-114.583,2320,622000
3,3.25,2440,2812,2,8,1710,730,2005,122012,52.7662,-114.262,2440,613000
3,3,1560,2091,3,8,1560,0,2006,122028,52.8904,-114.542,1530,598500
3,2.25,1670,7416,1,7,1220,450,1974,122049,52.8328,-114.362,1710,580000
3,1.5,1800,6250,1,8,1420,380,1947,122009,52.8078,-114.579,1800,580000
3,1.75,1250,4120,1,7,980,270,1925,122007,52.915,-114.55,1250,579500
2,1,1070,2754,1,7,830,240,1924,122028,52.9055,-114.521,1760,579100
5,3.25,2360,3873,2,8,1990,370,2006,122059,52.7935,-114.489,1720,569900
4,1,1170,4590,1.5,7,1170,0,1925,122006,52.9104,-114.501,1430,564000
3,1.75,1770,8050,1,7,1020,750,1963,122029,52.8162,-114.308,2000,538000
4,2.5,2590,9530,1,8,1640,950,1978,122014,53.0052,-114.475,2710,537250
2,1,1840,4322,1,7,1160,680,1914,122054,52.8064,-114.479,1750,513000
2,1,2180,9300,1,7,1090,1090,1947,122050,52.9332,-114.561,1830,490000
3,2.75,1820,9490,2,7,1820,0,1994,122017,52.9781,-114.368,1950,488500
2,1,820,4488,1,7,820,0,1939,122032,52.8794,-114.585,1630,478000
3,1,1580,3774,1.5,6,1580,0,1900,122007,52.9139,-114.551,1580,465000
3,1.75,1730,7807,1,7,1260,470,1976,122033,52.9511,-114.359,1800,459000
4,2.25,1710,7000,1,7,1040,670,1972,122033,52.949,-114.407,1780,450000
5,2.75,2710,6220,2,8,2710,0,2014,122024,52.5855,-114.251,2530,450000
3,2.25,1440,4667,2,7,1440,0,1985,122011,52.7962,-114.207,1610,447000
3,1.75,2110,4800,1,8,1210,900,1956,122059,52.797,-114.508,1660,445000
3,1,1560,5225,1.5,7,1260,300,1927,122051,52.7854,-114.469,1560,430000
3,2.5,1710,4920,2,7,1710,0,1990,122064,52.7647,-114.566,1500,415000
2,2.5,1700,6635,2,8,1700,0,1976,122005,52.8955,-114.32,1700,407000
2,1,1270,3700,1.5,7,1270,0,1909,122054,52.8249,-114.497,1980,404500
3,2.25,1780,9672,1,8,1350,430,1960,122038,53.0074,-114.54,1860,395000
3,2.5,2510,5320,2,8,2510,0,2005,122034,52.7674,-114.547,1820,395000
3,2.5,1580,5725,2,7,1580,0,2004,122021,52.9911,-114.351,1510,375000
2,1,970,10423,1,7,970,0,1947,122038,52.9552,-114.521,1200,345000
2,2.25,1110,1290,3,8,1110,0,2006,122028,52.9268,-114.53,1360,345000
3,2.5,3070,5871,3,8,2510,560,1928,122063,52.7307,-114.413,2220,340500
2,1,800,3090,1,6,800,0,1925,122051,52.7818,-114.467,1400,339950
3,1.75,2020,11050,1,8,1320,700,1969,122015,52.7006,-114.309,1940,330000
3,2,1670,17071,1,7,1100,570,1988,122041,52.92,-114.103,1660,325000
3,1.75,2500,8289,1,7,1250,1250,1958,122053,52.7273,-114.367,1710,315000
2,1,840,892,2,7,840,0,2006,122016,52.7696,-114.577,1030,306500
3,2.5,2530,8669,2,9,2530,0,1990,122018,52.5373,-114.585,2530,299250
5,2.75,2300,7600,1,7,1400,900,1969,122018,52.5384,-114.562,1750,294000
2,1,760,6000,1,6,760,0,1950,122038,52.9468,-114.53,950,289950
4,2.5,1560,4350,2,7,1560,0,2003,122053,52.7325,-114.376,1560,280000
3,2,1910,8050,1,7,1000,910,1980,122065,52.6,-114.36,1780,275000
4,2.5,2490,11650,1,7,1390,1100,1990,122060,52.6716,-114.522,2010,270000
3,1,1320,8100,1,6,880,440,1943,122031,52.6997,-114.541,1000,268950
3,1,1190,11120,1,6,1190,0,1947,122036,52.7987,-114.088,1230,260000
5,2,2260,12500,1,8,1130,1130,1960,122066,52.6187,-114.476,1360,258000
4,2,1470,7412,1,7,1470,0,1967,122043,52.6002,-114.508,1390,250000
2,2,1470,2541,2,6,1470,0,2005,122024,52.5802,-114.21,1310,249900
4,2.5,1630,3060,2,7,1630,0,2003,122052,52.7372,-114.526,1270,236000
6,3,2180,7220,2,7,2180,0,1980,122040,52.5346,-114.495,2260,230000
3,1,1020,12289,1,7,1020,0,1967,122046,52.6535,-114.345,1300,230000
3,1.75,1460,8372,1,7,1460,0,1981,122035,52.5983,-114.277,1220,225000
2,1,830,5720,1,6,830,0,1950,122038,52.9639,-114.529,1150,225000
3,1.75,1230,7200,1,7,1230,0,1986,122018,52.5181,-114.553,1540,220000
3,1,860,6664,1,6,860,0,1944,122063,52.7231,-114.437,1150,219900
3,1,1400,6600,1,6,1280,120,1954,122056,52.7145,-114.521,1730,214950
3,2.25,2190,8834,1,7,1390,800,1987,122039,52.4933,-114.434,1490,194250
2,1.75,1340,7380,1,6,1340,0,1940,122042,52.7085,-114.419,1980,192000
3,1,1270,8508,1,6,650,620,1942,122056,52.7261,-114.512,1200,134000
2,1,760,4746,1,5,760,0,1930,122042,52.7136,-114.404,1360,110000
5,2.75,3090,19865,1,9,3090,0,1953,122071,52.8532,-114.425,2970,1450000
4,4.5,3080,10550,2,8,1940,1140,1976,122057,52.8106,-114.434,2780,1400000
5,3.25,3540,5971,1,10,2000,1540,2005,122010,52.8943,-114.392,2820,1350000
3,2.75,3860,12786,2,10,3860,0,1984,122027,52.779,-114.331,2820,903000
4,2.5,2570,4480,1.5,8,1580,990,1927,122004,52.9001,-114.481,2070,889000
3,2.25,2290,9047,2,8,2290,0,1984,122027,52.7845,-114.353,2120,753000
3,2.5,2160,8809,1,9,1540,620,2014,122028,52.9294,-114.539,930,730000
4,1,1870,4992,1.5,7,1670,200,1940,122032,52.8737,-114.586,2160,730000
3,2,1820,4480,1,7,1120,700,1923,122004,52.9017,-114.485,1920,655000
3,2.25,1940,7482,1,7,1240,700,1964,122048,52.8304,-114.385,2340,635000
4,3.25,2885,5562,2,8,2885,0,1984,122012,52.7474,-114.236,1910,605000
3,3.5,2514,1559,2,8,2024,490,2007,122033,52.9344,-114.399,2090,575000
5,2.75,2510,28185,1,7,1600,910,1963,122014,53.0019,-114.472,2910,569950
4,2.5,2620,10016,2,8,2620,0,1996,122053,52.7595,-114.369,2620,565000
3,1.75,1590,2500,1.5,7,1190,400,1908,122004,52.8968,-114.489,1420,556000
4,2.5,2060,8451,2,8,2060,0,1995,122038,52.9468,-114.523,2060,543000
2,2.25,1530,981,3,8,1480,50,2006,122028,52.8833,-114.536,1530,520000
3,2.5,2100,7851,2,8,2100,0,1986,122005,52.9542,-114.295,2100,515000
3,2.5,1861,1587,2,8,1578,283,2007,122033,52.9343,-114.399,2090,499000
4,2.5,2460,4862,2,8,2460,0,2004,122058,53.0019,-114.425,2900,495000
4,2.5,2650,9627,1,8,1610,1040,1976,122058,52.9984,-114.444,2650,490000
3,2.5,1840,8250,1,8,1340,500,1958,122050,53.0067,-114.568,1970,485000
3,2.5,2480,6031,2,8,2480,0,2001,122014,53.002,-114.487,1850,475000
3,3,1530,1568,3,8,1530,0,2012,122007,52.9298,-114.557,1460,474950
3,1.75,1310,8600,1,7,1310,0,1987,122010,52.916,-114.375,2510,470000
2,2.5,1380,1329,2,8,1050,330,2008,122007,52.9203,-114.56,1360,457000
3,1,1480,4200,1.5,7,1480,0,1925,122044,52.8447,-114.488,1460,427500
3,2.5,1670,22703,1,7,1310,360,1988,122025,52.7008,-113.946,1510,415900
2,1,840,8100,1,7,840,0,1948,122050,52.9319,-114.556,1100,401000
3,2,1350,7216,1,7,1350,0,1964,122050,52.9916,-114.555,1920,400000
3,1.75,1300,12378,1,6,1300,0,1943,122025,52.7296,-113.968,1300,380000
4,2.75,2420,39704,1,9,2420,0,1985,122024,52.6353,-114.22,2760,370000
4,2.5,2542,6120,2,8,2542,0,2014,122065,52.6051,-114.378,2419,359950
4,2.5,2020,32710,1,7,1070,950,1941,122056,52.7269,-114.52,1340,340000
4,2.75,2475,4000,2,7,2475,0,2014,122072,52.575,-114.399,2475,335900
3,1.75,1560,9514,1,7,1560,0,1967,122067,52.6388,-114.4,1550,285000
3,2.25,1520,7930,1,7,1160,360,1988,122024,52.5905,-114.239,1530,270000
5,2,1730,7375,1,6,1730,0,1944,122063,52.7253,-114.428,1550,249950
3,1.75,1340,8250,1,7,1100,240,1985,122035,52.5968,-114.28,1540,230000
4,2,1460,7254,1,6,1460,0,1959,122063,52.7356,-114.444,1460,150000
4,2.75,3560,8975,2,10,3560,0,2014,122048,52.8622,-114.399,3440,1750000
4,2.5,2990,5342,2,8,2990,0,2004,122019,52.8424,-114.199,2990,644500
3,2.5,1740,3690,2,8,1740,0,2000,122008,52.7645,-114.057,2100,399000
3,2.5,1250,864,3,8,1250,0,2004,122006,52.9278,-114.508,1330,353000
3,1.75,2090,6258,1,7,1390,700,1956,122059,52.7803,-114.491,1790,350000
4,2.5,2560,4000,2,8,1610,950,1929,122007,52.9185,-114.576,1760,825000
4,4,4500,11795,2,12,4500,0,1991,122012,52.7833,-114.288,3930,1520000
4,4.25,5710,24663,2,11,5710,0,2007,122023,52.5365,-114.348,4060,930000
3,2.25,2520,7975,2,9,1550,970,1990,122010,52.9004,-114.373,2520,825000
4,2.75,3470,70131,1,8,1750,1720,1962,122049,52.8639,-114.37,2950,772000
4,2.5,2860,9159,1,8,1530,1330,1989,122010,52.9223,-114.39,2070,750500
3,1.75,2145,3840,1.5,8,2145,0,1910,122028,52.9175,-114.547,1140,734000
5,2.5,2900,9525,2,9,2900,0,1989,122027,52.7742,-114.328,2910,720000
3,2.5,2510,4106,2,9,2510,0,2003,122011,52.7794,-114.184,2470,699950
3,2.25,2420,5304,1.5,7,1640,780,1947,122006,52.9065,-114.475,1560,697000
3,2.5,2820,5001,2,9,2820,0,2004,122011,52.7833,-114.182,2660,690000
4,2,2340,6000,1,8,1270,1070,1953,122032,52.8795,-114.591,1600,685000
4,2.5,2590,9753,2,10,2590,0,1993,122020,52.8148,-114.217,2800,674750
3,2.25,2780,31510,2,8,2780,0,1979,122045,52.9,-114.214,2890,666000
3,2.25,1570,1680,3,8,1570,0,2014,122028,52.8885,-114.538,1290,660000
2,1.5,1900,4450,1,7,1500,400,1916,122054,52.8134,-114.483,2130,650000
4,2.75,2850,7510,2,8,2850,0,2008,122022,52.9397,-114.495,1510,637000
4,2.5,2670,5974,2,8,2670,0,1999,122033,52.9422,-114.421,2140,612000
5,2.25,3220,9603,2,8,3220,0,1972,122005,52.8774,-114.3,2260,605000
5,2.25,2680,13292,1,8,1340,1340,1976,122058,52.9722,-114.447,2220,599950
3,1.75,1650,1180,3,8,1650,0,2014,122004,52.8938,-114.509,1650,599000
3,1,1450,5378,1,7,1190,260,1939,122032,52.8736,-114.595,1810,585000
5,2.5,2090,8712,1,8,1420,670,1966,122029,52.8268,-114.317,2490,555000
3,1.5,1340,6000,1,7,1340,0,1960,122057,52.8166,-114.44,1590,550000
3,2,1280,960,2,9,1040,240,2014,122044,52.832,-114.501,1280,549900
2,1,1200,2500,2,7,1090,110,1927,122047,52.8604,-114.491,2690,508000
4,2.25,2730,35100,2,8,2730,0,1977,122020,52.8213,-114.202,2730,500000
3,3.5,1650,1577,2,7,1100,550,2012,122061,52.8602,-114.534,1580,495000
4,2,2180,10575,1,6,1730,450,1950,122049,52.819,-114.367,2180,480000
5,1.75,2080,217800,1,7,2080,0,1963,122069,52.6184,-114.594,1670,480000
3,3.25,1430,1348,2,8,1160,270,2008,122026,52.9043,-114.564,1160,478000
4,2,2000,6250,1.5,7,1480,520,1930,122016,52.7832,-114.579,1110,465000
4,2.5,1320,7000,1,7,1320,0,1956,122029,52.8307,-114.317,1550,455000
4,2.5,2190,6896,2,7,2190,0,2007,122008,52.7491,-114.059,2190,452000
3,1.75,1950,6504,1,8,1530,420,1953,122006,52.9234,-114.518,1660,447500
4,2.5,2130,10375,2,8,2130,0,1986,122046,52.6681,-114.35,2220,435000
4,1.75,2290,4400,1,7,1290,1000,1959,122064,52.7998,-114.565,1820,435000
3,1.75,1660,12865,1,7,1660,0,1967,122053,52.7675,-114.365,1610,431000
4,2.75,2350,5589,2,7,2350,0,2001,122015,52.7398,-114.345,2014,426950
3,2.25,1260,3000,2,7,1260,0,2003,122011,52.7754,-114.187,1630,425000
3,2.5,2655,5080,2,8,2655,0,2013,122018,52.5272,-114.538,2879,409950
3,2.5,1400,4400,1,7,1400,0,1930,122034,52.783,-114.555,1060,399950
2,2.5,1780,1311,3,8,1350,430,2005,122028,52.9262,-114.53,1390,398500
4,1.75,1950,10219,1,7,1950,0,1962,122038,52.9792,-114.526,1500,395000
2,1.5,1240,1331,2,7,1050,190,2007,122054,52.8259,-114.488,1250,379900
3,1,1780,5236,1.5,6,1050,730,1944,122052,52.7419,-114.576,1260,375000
2,2,2100,58488,2,9,2100,0,2005,122041,52.95,-113.592,1440,370000
3,1,1110,7603,1,7,1110,0,1967,122033,52.9562,-114.414,1260,369950
2,1.5,790,1123,2,8,700,90,2003,122003,52.881,-114.558,1370,365000
2,2,920,1201,2,8,800,120,2009,122054,52.8226,-114.485,1150,363000
4,2.5,3200,5772,2,8,3200,0,2003,122035,52.5786,-114.343,3010,337000
5,1.75,2590,6720,1,7,1750,840,1979,122042,52.665,-114.382,1820,334000
3,1.75,1120,98445,1.5,7,1120,0,1917,122068,52.4153,-114.207,1620,316000
3,1,1510,10369,1,7,1010,500,1968,122015,52.7108,-114.289,1510,313000
5,2.25,2660,8400,1.5,7,2660,0,1961,122023,52.5209,-114.379,1590,305000
2,2,1320,2040,3,7,1320,0,1997,122022,52.9524,-114.481,1430,296000
2,1,1300,39639,1,6,1300,0,1960,122069,52.696,-114.642,1880,295000
3,2.5,1950,7421,2,8,1950,0,1996,122024,52.6142,-114.226,2200,292000
2,1.75,1560,7575,1,8,1560,0,2002,122065,52.6076,-114.418,2050,290000
4,2.25,1660,7184,1,7,1110,550,1963,122070,52.6978,-114.484,1640,277500
3,1,800,5760,1,6,700,100,1949,122014,52.9805,-114.507,1060,265000
3,2.25,1450,13439,1,7,1180,270,1963,122040,52.5111,-114.489,1520,265000
4,2.25,1600,6202,2,7,1600,0,1986,122024,52.6084,-114.236,1530,257700
3,1,1580,8240,1,7,1040,540,1978,122065,52.5842,-114.371,1480,253000
3,2.25,1620,10850,1,7,1620,0,1966,122042,52.6737,-114.384,1910,250000
2,1,800,5220,1,6,800,0,1943,122022,52.9337,-114.51,1910,250000
3,2,1670,4438,1,7,1670,0,2014,122068,52.4248,-114.164,1670,249950
3,2.5,1470,9337,2,7,1470,0,1991,122014,52.9951,-114.513,1360,244000
2,1,810,4838,1,5,810,0,1938,122042,52.7209,-114.393,890,238950
3,1,1250,7592,1,7,1250,0,1961,122035,52.5904,-114.301,1250,235000
3,2,1710,4697,1.5,6,1710,0,1941,122072,52.5348,-114.408,1030,233000
3,1,1230,12201,1,7,1230,0,1969,122035,52.5585,-114.324,1230,210000
2,1,790,7128,1,6,790,0,1944,122056,52.7173,-114.514,1110,189000
3,1,1070,8250,1,7,1070,0,1961,122023,52.5199,-114.382,1190,164000
4,3.5,3500,4000,2,10,2560,940,2000,122047,52.858,-114.489,1910,1050000
3,2.5,2450,4400,2,9,1800,650,1922,122013,52.8739,-114.509,2220,952000
6,3.25,3140,14923,2,10,3140,0,1991,122027,52.7711,-114.323,2980,925850
4,3.5,3560,4951,2,9,3560,0,2014,122019,52.8478,-114.245,3540,922755
3,3.5,3940,11632,2,10,3940,0,2014,122031,52.668,-114.534,2015,857326
4,2.5,3370,5000,2,9,3370,0,2006,122012,52.771,-114.188,3370,825000
4,1.5,1790,3952,1.5,8,1790,0,1932,122028,52.919,-114.542,1200,800000
5,1.75,1920,6500,1,7,1260,660,1951,122047,52.8694,-114.498,1970,715000
3,2,2360,6149,2,8,1560,800,1926,122016,52.7733,-114.574,2000,690000
5,2.75,2330,8000,1,7,1550,780,1972,122005,52.8951,-114.334,1750,665000
3,2.25,2280,6150,2,8,2280,0,1984,122016,52.7723,-114.575,1920,660000
3,2.5,2990,32239,2,8,2990,0,1978,122037,53.0018,-114.285,2990,632925
2,1,1270,5100,1,7,1100,170,1900,122006,52.9071,-114.518,1670,611000
3,2.25,2060,31400,2,8,2060,0,1984,122019,52.8516,-114.246,2160,560000
4,2.25,1650,7200,1,8,1650,0,1967,122029,52.8684,-114.306,2180,550000
2,1,1657,5031,2,7,1657,0,1910,122009,52.7999,-114.579,2050,546000
4,2.5,3250,4500,2,8,3250,0,2008,122015,52.7244,-114.34,3030,530000
3,1,1430,3455,1,7,980,450,1947,122028,52.9173,-114.526,1450,511000
4,2,1960,2166,1.5,7,1260,700,1926,122028,52.8845,-114.534,1670,509000
3,2.5,1870,9135,1,7,1250,620,1984,122019,52.8569,-114.25,1550,502000
4,2.5,3010,5040,2,8,3010,0,2006,122038,52.939,-114.54,1090,500000
3,1.75,1890,6557,1,8,1890,0,1967,122022,52.9332,-114.476,1920,495000
4,1.75,1920,1137,1,7,1470,450,1966,122027,52.7983,-114.367,1820,481000
3,2.5,2420,36862,1,8,1530,890,1957,122040,52.5564,-114.498,1670,475000
2,1,840,5000,1,7,840,0,1908,122007,52.9103,-114.561,1240,457500
4,2.5,2400,6811,2,8,2400,0,2007,122015,52.7259,-114.34,2710,456500
6,4,2280,5275,1,7,1270,1010,1998,122059,52.7856,-114.484,1760,449500
4,1.75,2100,4400,1.5,7,1720,380,1924,122051,52.7599,-114.456,1850,445000
4,2,2630,9663,1,8,1330,1300,1956,122053,52.7141,-114.38,1900,435000
4,3.25,3760,4675,2,8,2740,1020,2007,122024,52.6162,-114.238,3280,429900
4,1.5,1620,7875,1,7,1620,0,1956,122029,52.8341,-114.316,1890,425000
3,2.25,2280,200811,1,7,2280,0,1978,122041,52.8822,-114.131,2280,410000
4,2.5,2090,6667,2,8,2090,0,1997,122046,52.6948,-114.34,2250,405000
4,1.75,1850,6480,1,7,1120,730,1958,122059,52.7825,-114.503,1610,400000
3,1.75,1830,27468,1,7,1830,0,1954,122058,53.0054,-114.423,1860,398000
3,2,1710,134489,1,7,1710,0,1952,122068,52.4507,-114.174,1700,397000
4,2.5,2300,41167,2,7,2300,0,1988,122035,52.5712,-114.298,2300,392000
3,1.5,1650,8676,1,8,1130,520,1979,122038,52.9771,-114.542,1400,390000
3,1.75,2200,8036,1,7,1270,930,1978,122017,53.0063,-114.399,1850,390000
3,2.5,1760,5390,1,8,1760,0,2014,122024,52.5782,-114.232,2310,382495
2,1,1430,7819,1,7,1110,320,1944,122022,52.9607,-114.492,1380,380950
3,2.5,1840,6985,1,7,1290,550,1971,122038,52.9886,-114.532,2160,380000
2,1,980,3400,1,7,980,0,1923,122004,52.8988,-114.513,1200,380000
4,1.75,1700,8640,1,7,850,850,1955,122027,52.8072,-114.343,1620,378500
4,1.75,2160,7417,1,7,1360,800,1983,122053,52.7422,-114.371,1880,355000
6,3.5,3020,4500,2,7,3020,0,1941,122063,52.728,-114.415,900,354000
3,1.75,1380,4590,1,7,930,450,1950,122006,52.9141,-114.483,1320,350000
3,1.75,1690,5080,1,7,1190,500,1976,122034,52.7612,-114.538,1300,349000
3,1,960,3844,1,7,960,0,1972,122038,52.9327,-114.536,1020,345000
4,1.75,2140,11651,2.5,8,2140,0,1930,122068,52.426,-114.196,2030,340000
4,1.75,1440,6144,1,6,720,720,1947,122034,52.7557,-114.547,960,339888
3,1,1160,9525,1,7,1160,0,1968,122037,52.9731,-114.263,1160,325000
3,2,1550,8300,1,8,1550,0,1965,122042,52.6954,-114.385,1860,300000
3,1.75,1880,11700,1,7,1880,0,1968,122023,52.5513,-114.377,2230,299500
1,1,520,5600,1,6,520,0,1918,122009,52.7879,-114.585,1030,295000
3,1,1380,7575,1,7,1380,0,1963,122053,52.7439,-114.377,1320,295000
3,1.75,1420,1361,2,7,960,460,2014,122059,52.7984,-114.504,1340,294000
7,1,2350,8636,1,7,1550,800,1962,122051,52.7732,-114.467,1500,291000
4,1.75,2090,12750,1,8,1360,730,1967,122031,52.7092,-114.547,2040,290000
3,1.75,1580,9750,1,7,1580,0,1954,122060,52.657,-114.521,1460,289000
4,2.5,2050,7416,2,8,2050,0,1990,122023,52.4958,-114.409,2050,280000
4,2,1480,15000,1,7,1480,0,1957,122042,52.6612,-114.386,1450,275000
4,1.75,1840,10528,1,7,1210,630,1990,122018,52.5287,-114.575,1620,274900
4,2.25,1880,6160,2,7,1880,0,1993,122018,52.5514,-114.537,1580,272000
3,1.75,1397,18000,1,7,1397,0,1965,122023,52.5688,-114.356,1950,257000
3,1,1150,10000,1,6,1000,150,1951,122063,52.7375,-114.452,1340,241000
4,2,1980,10585,1.5,6,1980,0,1924,122042,52.7136,-114.404,1360,239000
3,2.5,1650,2807,2,7,1650,0,2004,122042,52.6628,-114.386,1460,238000
4,2.75,1770,10184,1,8,1250,520,1979,122018,52.5374,-114.575,2070,235000
3,2,1510,3413,2,7,1510,0,1985,122067,52.6212,-114.357,1570,230000
2,1,940,15000,1,7,940,0,1960,122042,52.6612,-114.385,1450,225000
3,1,840,4495,1,6,840,0,1921,122052,52.726,-114.539,1260,151100
4,3.25,3480,6000,3,8,3480,0,2014,122061,52.8653,-114.543,2200,1850000
3,2.75,3340,12690,1,10,2550,790,1956,122004,52.8965,-114.46,3340,1300000
3,1.75,2320,6090,2,8,2040,280,1939,122032,52.873,-114.602,3110,1070000
4,3.5,2840,5900,2,10,1920,920,1910,122051,52.7843,-114.458,1300,986000
4,3.25,4030,57499,2,9,4030,0,2002,122045,52.8917,-114.216,3470,929000
5,2.75,3210,8001,2,9,3210,0,2014,122019,52.8235,-114.251,3190,924000
3,2.5,3050,12558,2,10,3050,0,1997,122019,52.8849,-114.279,3543,865000
2,2,2640,13939,1,8,1640,1000,1963,122027,52.7947,-114.355,2880,850000
5,2.5,2800,11325,1,8,1400,1400,1970,122049,52.8466,-114.362,2510,850000
4,4,3430,35102,2,10,2390,1040,1986,122020,52.8122,-114.177,3240,832500
4,2.75,2390,6820,2,7,2140,250,1945,122006,52.9088,-114.46,1980,799000
4,2.75,2070,10125,1,7,1390,680,1962,122057,52.7997,-114.409,1850,741000
3,2.25,3440,44374,2,10,2190,1250,1979,122027,52.777,-114.301,3470,740000
4,2.5,2270,7665,2,9,2270,0,1986,122005,52.8912,-114.338,2450,732350
4,2.5,4070,9870,2,10,4070,0,1998,122024,52.6733,-114.206,4070,710000
4,2.25,2450,34092,2,8,2450,0,1980,122020,52.8051,-114.239,2410,682000
3,2,1870,3388,1,8,1230,640,1925,122032,52.8672,-114.585,1780,650000
3,2.5,2350,3750,2,7,1740,610,2003,122007,52.9067,-114.555,1590,650000
4,2.5,2980,12764,2,10,2980,0,1994,122020,52.8157,-114.217,3080,649000
4,2.5,4260,36360,1.5,8,4100,160,1935,122014,52.994,-114.492,2430,635000
5,2,2270,2400,2,7,2270,0,1905,122044,52.8351,-114.509,1320,631000
3,1.5,1740,9840,1,8,1740,0,1963,122057,52.8048,-114.427,1930,616000
5,3.25,2590,6180,1,7,1330,1260,1960,122051,52.781,-114.462,1560,599000
4,1.75,1760,5356,1,7,920,840,1950,122006,52.909,-114.478,1680,585000
3,2,1870,5300,1,8,1870,0,2009,122045,52.9406,-114.21,1870,580000
5,2.25,3550,7992,2,8,3550,0,1968,122033,52.9585,-114.369,2110,575000
3,2.5,2270,9600,2,9,2270,0,1990,122017,52.9688,-114.396,2580,575000
3,2.5,2280,12498,2,9,2280,0,1987,122011,52.7988,-114.204,2330,560000
4,1.75,1560,9000,1,7,1560,0,1969,122005,52.9007,-114.339,1510,544300
3,2.5,2990,6725,2,9,2990,0,2003,122015,52.7228,-114.332,2790,525000
3,2.25,2590,9263,1,8,1440,1150,1977,122058,52.9991,-114.452,2580,520000
3,3,2260,2400,2,7,2260,0,1909,122044,52.8394,-114.5,1320,512500
4,2.5,2940,156988,2,9,1870,1070,1996,122041,52.8514,-114.136,2940,503000
3,2.5,1910,5562,2,8,1910,0,1988,122011,52.8038,-114.207,1940,496600
3,2.5,2220,60984,2,8,2220,0,1987,122012,52.7102,-114.242,1930,475000
3,2.75,1890,2614,2,9,1890,0,1979,122029,52.8402,-114.304,1800,462000
3,2.5,2430,7049,2,8,2430,0,2007,122034,52.7699,-114.542,1770,443000
2,2,1440,1170,2,9,960,480,2004,122009,52.7892,-114.575,1440,435000
3,2,2360,12744,2,7,2360,0,1964,122015,52.713,-114.354,1650,435000
3,1.75,2380,3200,1,8,1190,1190,1956,122051,52.7419,-114.445,2350,415000
2,1,890,3271,1,6,890,0,1918,122009,52.7931,-114.571,1190,409000
4,2.5,2620,8960,1,7,1520,1100,1955,122038,52.9942,-114.525,1880,405000
3,1.5,1310,2996,2,7,1310,0,1998,122054,52.8179,-114.489,1310,398000
3,1,1250,21303,1,6,1250,0,1970,122045,52.8925,-114.249,1250,385000
3,1.75,1850,9655,1,7,1100,750,1959,122014,52.9658,-114.509,1480,373000
4,2.75,2330,14175,1,7,1800,530,1980,122067,52.6493,-114.384,1480,372000
4,1,1590,7085,1.5,6,1590,0,1944,122022,52.9615,-114.495,1320,365000
2,1,990,9223,1,7,990,0,1949,122022,52.95,-114.51,1230,365000
2,1.75,1760,4600,1,7,850,910,1926,122064,52.7954,-114.562,1150,355000
3,2.5,1380,1590,2,9,1160,220,2012,122064,52.7744,-114.565,1380,350000
4,1.75,1670,8856,1,7,1070,600,1955,122063,52.7356,-114.441,1660,349170
2,1.75,1010,1461,1,7,670,340,2003,122032,52.8815,-114.59,1500,340000
2,1,1120,5329,1,6,750,370,1929,122064,52.7721,-114.568,1530,320000
5,2,2250,5472,1.5,7,1750,500,1930,122072,52.5365,-114.409,1540,319450
4,2.5,1780,5822,2,7,1780,0,2001,122046,52.6755,-114.359,1990,311000
2,2,840,14564,1.5,6,840,0,1942,122034,52.7799,-114.55,1430,308500
4,2.25,1950,7700,1,8,1350,600,1979,122046,52.6741,-114.315,2150,305000
3,1,1600,1950,2,7,1600,0,1906,122044,52.8328,-114.502,1310,302000
3,1,970,12300,1,7,970,0,1982,122058,52.9635,-114.417,2040,300000
3,2.5,2240,3691,2,7,2240,0,2003,122023,52.5664,-114.359,2619,300000
3,1.75,1210,7000,1,7,1210,0,1975,122046,52.6872,-114.359,1670,300000
4,1,1330,8184,1.5,7,1330,0,1949,122038,52.9643,-114.537,1220,290000
5,2.5,2780,9652,1,8,1390,1390,1967,122039,52.5744,-114.461,1790,290000
3,2.25,1650,10336,1,7,1500,150,1962,122038,53.0057,-114.54,1420,290000
4,2.25,1980,9714,1,7,1170,810,1977,122072,52.5507,-114.399,1610,286285
3,1,1310,22652,1,7,1310,0,1968,122023,52.4874,-114.262,1600,280000
3,1.5,1420,22100,1,7,1420,0,1957,122035,52.6493,-114.339,1540,269900
3,2.25,1560,8280,2,7,1560,0,1979,122039,52.5693,-114.449,1920,239950
3,2.5,1360,5754,2,7,1360,0,1994,122065,52.5945,-114.373,1360,239000
4,1.5,1690,11054,1,5,1690,0,1930,122042,52.6967,-114.405,1690,235000
2,1,1250,8520,1,6,1250,0,1928,122064,52.7458,-114.568,1040,200000
3,1,1340,7260,1.5,6,1340,0,1944,122063,52.7234,-114.427,1210,199950
3,1.75,1520,7137,1,5,1520,0,1932,122056,52.7224,-114.501,1240,198500
3,1.5,1010,5000,1,6,1010,0,1943,122063,52.7225,-114.468,980,194000
